date,par
2014-12-10T10:38:36+0000,0
2014-12-10T10:41:36+0000,0
2014-12-10T10:44:37+0000,0
2014-12-10T10:47:37+0000,0
2014-12-10T10:50:37+0000,0
2014-12-10T10:53:37+0000,0
2014-12-10T10:56:38+0000,0
2014-12-10T10:59:38+0000,0
2014-12-10T11:02:38+0000,0
2014-12-10T11:05:38+0000,0
2014-12-10T11:08:39+0000,0
2014-12-10T11:11:39+0000,0
2014-12-10T11:14:39+0000,0
2014-12-10T11:17:39+0000,0
2014-12-10T11:20:39+0000,0
2014-12-10T11:23:40+0000,0
2014-12-10T11:26:40+0000,0
2014-12-10T11:29:40+0000,0
2014-12-10T11:32:40+0000,0
2014-12-10T11:35:40+0000,0
2014-12-10T11:38:41+0000,0
2014-12-10T11:41:41+0000,0
2014-12-10T11:44:41+0000,0
2014-12-10T11:47:41+0000,0
2014-12-10T11:50:42+0000,0
2014-12-10T11:53:42+0000,0
2014-12-10T11:56:42+0000,0
2014-12-10T11:59:42+0000,0
2014-12-10T12:02:42+0000,0
2014-12-10T12:05:43+0000,0
2014-12-10T12:08:43+0000,0
