"inst","expo","expo_97.5","expo_2.5","coeff","coeff_97.5","coeff_2.5"
740,1.29390584855622,1.50506369447306,1.08274800263938,0.791291366455153,1.02601992036869,0.556562812541614
751,1.69210064024477,1.90532663991355,1.47887464057599,0.844949657807676,1.031616773958,0.658282541657347
