FILE	computerUTC	DMY	HMS	LAT	LON	CONDUCTIVITY	SALINITY	OCEAN TEMP	BULK RED	STREAM PRESSURE	FILTER PRESSURE	MACHINE TEMP	Xaccel	Yaccel	Zaccel	MILLISECOND TIMER	LASER POWER	EVENT RATE	FLOW METER	POSITION	CHL	TRANS	PAR
sds_2011_302_1	11302000021	28-10-2011	23:59:31	+37.610368	-136.595232		33.691	19.371	25.0145	12.01	1.74	5.29	0.2262	0.0649	0.2068	69729477	0.0	11188	5.76		0.065	4.663	0176.0
sds_2011_302_2	11302000321	29-10-2011	00:02:32	+37.601793	-136.603420		33.642	19.209	25.0145	12.01	1.74	5.29	0.2199	0.0583	0.2005	69909495	0.0	11266	5.77		0.066	4.662	0173.0
sds_2011_302_3	11302000621	29-10-2011	00:05:32	+37.593208	-136.611625		33.607	19.241	25.0145	12.00	1.74	5.29	0.2188	0.0571	0.1992	70089506	0.0	11344	5.77		0.065	4.662	0172.0
sds_2011_302_4	11302000922	29-10-2011	00:08:32	+37.584645	-136.619795		33.642	19.421	25.0145	12.00	1.74	5.29	0.2335	0.0722	0.2139	70269912	0.0	11452	5.77		0.065	4.661	0168.0
sds_2011_302_5	11302001222	29-10-2011	00:11:32	+37.575912	-136.627998		33.694	19.487	25.0145	12.01	1.74	5.29	0.2222	0.0604	0.2023	70450279	0.0	11309	5.77		0.066	4.662	0167.0
sds_2011_302_6	11302001522	29-10-2011	00:14:33	+37.567157	-136.636145		33.709	19.498	25.0145	12.01	1.74	5.29	0.2214	0.0591	0.2002	70630338	0.0	11359	5.77		0.065	4.662	0174.0
sds_2011_302_7	11302001822	29-10-2011	00:17:34	+37.558375	-136.644188		33.705	19.27	25.0145	12.00	1.74	5.29	0.2210	0.0584	0.2005	70810653	0.0	11342	5.77		0.065	4.661	0179.0
sds_2011_302_8	11302002123	29-10-2011	00:20:34	+37.549592	-136.652165		33.591	19.162	25.0145	12.00	1.73	5.29	0.2254	0.0626	0.2039	70990698	0.0	11335	5.77		0.065	4.661	0186.0
sds_2011_302_9	11302002423	29-10-2011	00:23:35	+37.540690	-136.660298		33.550	18.943	25.0145	12.00	1.73	5.29	0.2199	0.0568	0.1984	71171033	0.0	11371	5.77		0.066	4.661	0191.0
sds_2011_302_10	11302002723	29-10-2011	00:26:35	+37.532013	-136.668348		33.490	18.958	25.0145	11.99	1.73	5.29	0.2199	0.0584	0.2013	71351139	0.0	11527	5.78		0.065	4.658	0188.0
sds_2011_302_11	11302003023	29-10-2011	00:29:35	+37.523135	-136.676682		33.486	18.979	25.0145	11.99	1.73	5.29	0.2223	0.0605	0.2026	71531478	0.0	11547	5.78		0.066	4.659	0201.0
sds_2011_302_12	11302003323	29-10-2011	00:32:35	+37.514277	-136.685008		33.501	18.996	25.0145	12.00	1.73	5.29	0.2285	0.0673	0.2102	71711628	0.0	11612	5.77		0.066	4.658	0322.0
sds_2011_302_13	11302003624	29-10-2011	00:35:36	+37.505423	-136.693293		33.499	18.916	25.0145	11.99	1.73	5.29	0.2202	0.0586	0.2008	71892028	0.0	11580	5.77		0.066	4.658	0252.0
sds_2011_302_14	11302003924	29-10-2011	00:38:37	+37.496572	-136.701465		33.496	19.081	25.0145	11.99	1.73	5.29	0.2230	0.0608	0.2026	72072057	0.0	11574	5.77		0.066	4.658	0198.0
sds_2011_302_15	11302004224	29-10-2011	00:41:36	+37.487725	-136.709627		33.543	19.255	25.0145	12.00	1.72	5.29	0.2243	0.0626	0.2049	72252365	0.0	11477	5.77		0.066	4.657	0186.0
sds_2011_302_16	11302004524	29-10-2011	00:44:37	+37.478952	-136.717810		33.600	19.417	25.0145	12.00	1.72	5.29	0.2212	0.0602	0.2023	72432378	0.0	11217	5.77		0.066	4.658	0215.0
sds_2011_302_17	11302004824	29-10-2011	00:47:38	+37.470172	-136.726065		33.642	19.392	25.0145	12.00	1.72	5.29	0.2181	0.0574	0.1982	72612444	0.0	11243	5.77		0.066	4.659	0346.0
sds_2011_302_18	11302005125	29-10-2011	00:50:39	+37.461480	-136.734160		33.636	19.267	25.0145	12.00	1.73	5.29	0.2172	0.0547	0.1968	72792777	0.0	11256	5.77		0.066	4.661	0330.0
sds_2011_302_19	11302005425	29-10-2011	00:53:38	+37.452742	-136.742282		33.598	19.198	25.0145	12.02	1.74	5.29	0.2209	0.0586	0.1984	72972836	0.0	11347	5.77		0.066	4.658	0316.0
sds_2011_302_20	11302005725	29-10-2011	00:56:39	+37.443997	-136.750447		33.579	19.21	25.0145	12.00	1.74	5.29	0.2327	0.0699	0.2142	73153280	0.0	11289	5.77		0.066	4.661	0317.0
sds_2011_302_21	11302010025	29-10-2011	00:59:40	+37.435312	-136.758562		33.580	19.176	25.0145	12.00	1.73	5.29	0.2270	0.0655	0.2078	73333310	0.0	11327	5.77		0.066	4.662	0301.0
sds_2011_302_22	11302010325	29-10-2011	01:02:39	+37.426550	-136.766718		33.568	19.168	25.0145	11.99	1.72	5.29	0.2193	0.0576	0.1994	73513661	0.0	11241	5.77		0.066	4.661	0260.0
sds_2011_302_23	11302010626	29-10-2011	01:05:40	+37.417748	-136.774945		33.557	19.109	25.0145	12.00	1.72	5.29	0.2251	0.0625	0.2039	73693757	0.0	11221	5.77		0.066	4.661	0245.0
sds_2011_302_24	11302010926	29-10-2011	01:08:40	+37.408975	-136.783180		33.545	19.068	25.0145	12.00	1.71	5.29	1.4044	1.3964	1.4252	73874129	0.0	11243	5.30		0.066	4.661	0222.0
sds_2011_302_25	11302011226	29-10-2011	01:11:41	+37.400327	-136.791345		33.543	19.044	25.0145	11.98	1.72	5.29	0.2249	0.0647	0.2060	74054448	0.0	11336	5.77		0.066	4.661	0214.0
sds_2011_302_26	11302011526	29-10-2011	01:14:41	+37.391838	-136.799387		33.558	19.214	25.0145	11.99	1.71	5.29	0.2231	0.0599	0.2021	74234544	0.0	11389	5.77		0.066	4.656	0187.0
sds_2011_302_27	11302011826	29-10-2011	01:17:42	+37.383358	-136.807487		33.624	19.058	25.0145	12.00	1.71	5.29	0.2191	0.0576	0.2002	74414601	0.0	11447	5.78		0.066	4.659	0188.0
sds_2011_302_28	11302012127	29-10-2011	01:20:42	+37.374713	-136.815320		33.543	18.987	25.0145	11.99	1.71	5.29	0.2243	0.0615	0.2040	74594966	0.0	11410	5.77		0.066	4.659	0170.0
sds_2011_302_29	11302012427	29-10-2011	01:23:42	+37.366078	-136.822925		33.559	18.929	25.0145	11.99	1.72	5.29	0.2181	0.0555	0.1972	74775292	0.0	11479	5.77		0.066	4.659	0159.0
sds_2011_302_30	11302012727	29-10-2011	01:26:43	+37.357140	-136.830770		33.533	18.924	25.0145	12.00	1.71	5.29	0.2267	0.0654	0.2073	74955375	0.0	11394	5.77		0.066	4.659	0139.0
sds_2011_302_31	11302013028	29-10-2011	01:29:44	+37.348190	-136.838432		33.535	18.891	25.0145	11.99	1.71	5.29	0.2251	0.0647	0.2065	75135711	0.0	11474	5.77		0.066	4.658	0129.0
sds_2011_302_32	11302013328	29-10-2011	01:32:44	+37.339237	-136.845948		33.518	19.006	25.0145	11.99	1.71	5.29	0.2188	0.0566	0.1987	75315767	0.0	11552	5.77		0.066	4.659	0115.0
sds_2011_302_33	11302013628	29-10-2011	01:35:44	+37.330313	-136.853662		33.561	19.194	25.0145	12.00	1.69	5.29	0.2223	0.0597	0.2028	75496084	0.0	11422	5.77		0.066	4.659	0104.0
sds_2011_302_34	11302013928	29-10-2011	01:38:44	+37.321387	-136.861363		33.657	19.457	25.0145	12.02	1.69	5.29	0.2218	0.0612	0.2023	75676113	0.0	11328	5.77		0.066	4.658	0096.0
sds_2011_302_35	11302014228	29-10-2011	01:41:45	+37.312487	-136.869087		33.678	19.31	25.0145	12.02	1.69	5.29	0.2178	0.0560	0.1985	75856525	0.0	11323	5.77		0.066	4.661	0082.0
sds_2011_302_36	11302014529	29-10-2011	01:44:46	+37.303747	-136.876847		33.621	19.312	25.0145	12.01	1.69	5.29	0.2303	0.0688	0.2112	76036815	0.0	11352	5.77		0.066	4.659	0075.0
sds_2011_302_37	11302014829	29-10-2011	01:47:45	+37.295018	-136.884648		33.649	19.142	25.0145	12.01	1.68	5.29	0.2202	0.0584	0.2006	76216860	0.0	11352	5.76		0.066	4.661	0064.0
sds_2011_302_38	11302015129	29-10-2011	01:50:46	+37.286228	-136.892445		33.551	19.26	25.0145	12.01	1.69	5.29	0.2202	0.0581	0.1994	76397174	0.0	11263	5.76		0.066	4.661	0048.0
sds_2011_302_39	11302015429	29-10-2011	01:53:47	+37.277433	-136.900248		33.627	19.377	25.0145	11.99	1.69	5.29	0.2324	0.0725	0.2136	76577339	0.0	11252	5.76		0.066	4.661	0044.0
sds_2011_302_40	11302015729	29-10-2011	01:56:46	+37.268623	-136.908002		33.673	19.417	25.0145	11.99	1.68	5.29	0.2218	0.0615	0.2028	76757683	0.0	11179	5.75		0.067	4.662	0040.0
sds_2011_302_41	11302020030	29-10-2011	01:59:47	+37.259713	-136.915558		33.667	19.337	25.0145	12.00	1.68	5.29	0.2238	0.0623	0.2047	76938085	0.0	11078	5.75		0.066	4.662	0033.0
sds_2011_302_42	11302020330	29-10-2011	02:02:48	+37.250690	-136.923128		33.679	19.5	25.0145	12.00	1.68	5.29	0.2194	0.0584	0.1997	77117943	0.0	11032	5.75		0.066	4.663	0028.0
sds_2011_302_43	11302020630	29-10-2011	02:05:49	+37.241837	-136.930617		33.718	19.369	25.0145	12.01	1.70	5.29	0.2217	0.0600	0.2005	77298246	0.0	11149	5.75		0.066	4.662	0022.0
sds_2011_302_44	11302020930	29-10-2011	02:08:49	+37.232953	-136.938150		33.651	18.916	25.0145	11.99	1.68	5.29	0.2184	0.0571	0.1990	77478580	0.0	11138	5.75		0.066	4.662	0017.0
sds_2011_302_45	11302021231	29-10-2011	02:11:49	+37.223957	-136.945617		33.521	19.001	25.0145	11.98	1.69	5.29	0.2249	0.0638	0.2045	77658807	0.0	11308	5.74		0.066	4.661	0013.0
sds_2011_302_46	11302021531	29-10-2011	02:14:49	+37.215040	-136.953083		33.544	19.049	25.0145	11.98	1.69	5.29	0.2223	0.0597	0.2006	77838879	0.0	11321	5.74		0.066	4.661	0010.0
sds_2011_302_47	11302021831	29-10-2011	02:17:50	+37.205998	-136.960625		33.565	19.076	25.0145	12.01	1.69	5.29	0.2264	0.0649	0.2052	78019215	0.0	11231	5.74		0.066	4.661	0007.0
sds_2011_302_48	11302022131	29-10-2011	02:20:50	+37.196940	-136.968278		33.573	19.128	25.0145	12.00	1.70	5.29	0.2183	0.0574	0.1982	78199643	0.0	11278	5.73		0.067	4.662	0005.0
sds_2011_302_49	11302022432	29-10-2011	02:23:51	+37.187843	-136.975960		33.583	19.062	25.0145	12.00	1.69	5.29	0.2235	0.0626	0.2032	78379688	0.0	11237	5.73		0.067	4.661	0004.0
sds_2011_302_50	11302022732	29-10-2011	02:26:52	+37.178710	-136.983663		33.557	18.951	25.0145	12.02	1.69	5.29	0.2246	0.0633	0.2036	78559760	0.0	11352	5.73		0.067	4.661	0003.0
sds_2011_302_51	11302023032	29-10-2011	02:29:52	+37.169557	-136.991273		33.533	18.892	25.0145	12.00	1.69	5.29	0.2193	0.0583	0.1981	78740177	0.0	11294	5.73		0.067	4.661	0002.0
sds_2011_302_52	11302023332	29-10-2011	02:32:53	+37.160300	-136.998912		33.521	18.857	25.0145	11.99	1.68	5.29	0.2225	0.0618	0.2024	78920272	0.0	11361	5.73		0.067	4.658	0001.0
sds_2011_302_53	11302023632	29-10-2011	02:35:52	+37.151088	-137.006422		33.521	18.922	25.0145	12.00	1.66	5.29	0.2282	0.0678	0.2083	79100506	0.0	11410	5.74		0.067	4.659	0001.0
sds_2011_302_54	11302023933	29-10-2011	02:38:52	+37.141832	-137.014025		33.527	18.994	25.0145	12.01	1.66	5.29	0.2307	0.0702	0.2115	79280864	0.0	11326	5.74		0.067	4.659	0001.0
sds_2011_302_55	11302024233	29-10-2011	02:41:54	+37.132538	-137.021660		33.542	19.052	25.0145	12.00	1.67	5.29	0.2215	0.0599	0.2006	79460940	0.0	11285	5.74		0.067	4.659	0001.0
sds_2011_302_56	11302024533	29-10-2011	02:44:54	+37.123482	-137.029323		33.561	19.11	25.0145	12.00	1.67	5.29	0.2225	0.0610	0.2016	79640985	0.0	11190	5.74		0.067	4.661	0001.0
sds_2011_302_57	11302024833	29-10-2011	02:47:54	+37.114477	-137.037043		33.612	19.323	25.0145	12.01	1.67	5.29	0.2241	0.0623	0.2032	79821432	0.0	11123	5.73		0.067	4.659	0001.0
sds_2011_302_58	11302025133	29-10-2011	02:50:55	+37.105382	-137.044905		33.634	19.383	25.0145	11.99	1.66	5.29	0.2218	0.0599	0.2008	80001510	0.0	11006	5.73		0.067	4.661	0001.0
sds_2011_302_59	11302025433	29-10-2011	02:53:54	+37.096350	-137.052540		33.668	19.541	25.0145	12.00	1.66	5.29	0.2170	0.0561	0.1968	80181614	0.0	11134	5.74		0.067	4.662	0001.0
sds_2011_302_60	11302025734	29-10-2011	02:56:55	+37.087323	-137.060252		33.759	19.666	25.0145	11.99	1.66	5.29	0.2225	0.0605	0.2008	80362035	0.0	11060	5.74		0.067	4.663	0001.0
sds_2011_302_61	11302030034	29-10-2011	02:59:56	+37.078292	-137.067935		33.754	19.48	25.0145	11.99	1.65	5.29	0.2167	0.0557	0.1969	80542081	0.0	11005	5.74		0.066	4.664	0001.0
sds_2011_302_62	11302030334	29-10-2011	03:02:56	+37.069373	-137.075550		33.708	19.422	25.0145	12.00	1.63	5.29	0.2251	0.0628	0.2047	80722403	0.0	11060	5.75		0.066	4.664	0001.0
sds_2011_302_63	11302030634	29-10-2011	03:05:57	+37.060653	-137.083238		33.697	19.412	25.0145	12.02	1.64	5.29	0.2183	0.0561	0.1961	80902531	0.0	10983	5.75		0.066	4.665	0001.0
sds_2011_302_64	11302030934	29-10-2011	03:08:57	+37.052072	-137.091573		33.695	19.314	25.0145	12.01	1.64	5.29	0.2176	0.0560	0.1974	81082659	0.0	11085	5.75		0.066	4.664	0001.0
sds_2011_302_65	11302031235	29-10-2011	03:11:58	+37.043535	-137.099877		33.636	19.139	25.0145	12.01	1.64	5.29	0.2209	0.0597	0.2005	81262768	0.0	11151	5.75		0.067	4.663	0001.0
sds_2011_302_66	11302031535	29-10-2011	03:14:57	+37.035010	-137.108128		33.571	18.968	25.0145	12.00	1.63	5.29	0.2210	0.0599	0.2002	81443144	0.0	11212	5.75		0.067	4.663	0001.0
sds_2011_302_67	11302031835	29-10-2011	03:17:58	+37.026380	-137.116490		33.556	19.043	25.0145	12.00	1.62	5.29	0.2230	0.0615	0.2026	81623158	0.0	11301	5.76		0.067	4.662	0001.0
sds_2011_302_68	11302032136	29-10-2011	03:20:59	+37.018178	-137.125472		33.570	19.024	25.0145	12.01	1.62	5.29	0.2262	0.0642	0.2061	81803750	0.0	11265	5.75		0.066	4.662	0001.0
sds_2011_302_69	11302032436	29-10-2011	03:23:59	+37.010010	-137.134448		33.579	19.111	25.0145	12.02	1.62	5.29	0.2210	0.0602	0.2008	81983899	0.0	11257	5.76		0.067	4.662	0001.0
sds_2011_302_70	11302032736	29-10-2011	03:26:59	+37.002078	-137.143862		33.594	19.236	25.0145	11.99	1.61	5.29	0.2196	0.0587	0.1990	82164205	0.0	11177	5.75		0.067	4.663	0001.0
sds_2011_302_71	11302033036	29-10-2011	03:30:01	+36.994172	-137.153565		33.635	19.23	25.0145	12.00	1.61	5.29	0.2212	0.0605	0.2019	82344079	0.0	11169	5.75		0.067	4.663	0001.0
sds_2011_302_72	11302033336	29-10-2011	03:32:59	+36.986378	-137.163192		33.659	19.323	25.0145	12.00	1.61	5.29	0.2209	0.0597	0.2002	82524544	0.0	11135	5.75		0.066	4.663	0001.0
sds_2011_302_73	11302033636	29-10-2011	03:36:01	+36.978407	-137.173013		33.672	19.246	25.0145	11.98	1.59	5.29	0.2227	0.0607	0.2015	82704663	0.0	11166	5.76		0.067	4.663	0001.0
sds_2011_302_74	11302033937	29-10-2011	03:39:02	+36.970440	-137.182747		33.616	19.145	25.0145	12.01	1.60	5.29	0.2209	0.0594	0.2008	82884852	0.0	11231	5.76		0.066	4.662	0001.0
sds_2011_302_75	11302034237	29-10-2011	03:42:01	+36.962510	-137.192463		33.624	19.196	25.0145	12.02	1.61	5.29	0.2225	0.0608	0.2023	83065260	0.0	11116	5.76		0.066	4.661	0001.0
sds_2011_302_76	11302034537	29-10-2011	03:45:03	+36.954707	-137.202220		33.646	19.538	25.0145	11.99	1.59	5.29	0.2218	0.0597	0.2016	83245383	0.0	11265	5.76		0.067	4.663	0001.0
sds_2011_302_77	11302034837	29-10-2011	03:48:03	+36.946892	-137.211958		33.767	19.54	25.0145	12.00	1.59	5.29	0.2207	0.0589	0.2000	83425480	0.0	11285	5.76		0.067	4.664	0001.0
sds_2011_302_78	11302035138	29-10-2011	03:51:03	+36.939107	-137.221670		33.767	19.529	25.0145	11.98	1.59	5.29	0.2270	0.0650	0.2068	83605894	0.0	11199	5.75		0.067	4.664	0001.0
sds_2011_302_79	11302035438	29-10-2011	03:54:04	+36.930770	-137.230618		33.766	19.517	25.0145	12.00	1.57	5.29	0.2184	0.0563	0.1982	83786021	0.0	11299	5.76		0.067	4.663	0001.0
sds_2011_302_80	11302035738	29-10-2011	03:57:04	+36.922218	-137.239160		33.762	19.51	25.0145	12.00	1.57	5.29	0.2233	0.0615	0.2032	83966176	0.0	11321	5.76		0.067	4.665	0001.0
sds_2011_302_81	11302040038	29-10-2011	04:00:05	+36.913598	-137.247820		33.752	19.521	25.0145	12.00	1.56	5.29	0.2194	0.0589	0.1995	84146623	0.0	11439	5.75		0.067	4.663	0001.0
sds_2011_302_82	11302040339	29-10-2011	04:03:05	+36.905077	-137.256382		33.754	19.546	25.0145	12.00	1.56	5.29	0.2228	0.0612	0.2032	84326777	0.0	11284	5.75		0.067	4.665	0001.0
sds_2011_302_83	11302040639	29-10-2011	04:06:05	+36.896425	-137.264945		33.754	19.534	25.0145	11.99	1.56	5.29	0.2293	0.0673	0.2084	84506890	0.0	11259	5.75		0.067	4.665	0001.0
sds_2011_302_84	11302040939	29-10-2011	04:09:06	+36.887473	-137.273318		33.757	19.517	25.0145	12.00	1.56	5.29	0.2256	0.0659	0.2058	84687047	0.0	11310	5.75		0.066	4.664	0001.0
sds_2011_302_85	11302041239	29-10-2011	04:12:06	+36.878413	-137.281415		33.735	19.48	25.0145	12.01	1.55	5.29	0.2196	0.0586	0.2002	84867192	0.0	11239	5.75		0.066	4.664	0001.0
sds_2011_302_86	11302041539	29-10-2011	04:15:06	+36.869455	-137.289567		33.732	19.497	25.0145	11.99	1.55	5.29	0.2173	0.0558	0.1968	85047658	0.0	11287	5.75		0.066	4.665	0001.0
sds_2011_302_87	11302041840	29-10-2011	04:18:07	+36.860427	-137.297778		33.749	19.657	25.0145	12.01	1.56	5.29	0.2235	0.0625	0.2036	85227925	0.0	11462	5.75		0.067	4.663	0001.0
sds_2011_302_88	11302042140	29-10-2011	04:21:07	+36.851353	-137.305962		33.830	19.757	25.0145	12.00	1.57	5.29	0.2204	0.0612	0.2024	85408074	0.0	11432	5.75		0.066	4.664	0001.0
sds_2011_302_89	11302042440	29-10-2011	04:24:07	+36.842568	-137.314093		33.816	19.681	25.0145	12.01	1.57	5.29	0.2196	0.0586	0.2003	85588231	0.0	11272	5.75		0.067	4.667	0001.0
sds_2011_302_90	11302042741	29-10-2011	04:27:08	+36.833725	-137.322313		33.810	19.838	25.0145	11.98	1.58	5.29	0.2267	0.0646	0.2071	85768735	0.0	11277	5.75		0.066	4.665	0001.0
sds_2011_302_91	11302043041	29-10-2011	04:30:09	+36.824908	-137.330582		33.833	19.865	25.0145	12.00	1.57	5.29	0.2193	0.0589	0.1992	85948863	0.0	11182	5.75		0.067	4.665	0001.0
sds_2011_302_92	11302043341	29-10-2011	04:33:09	+36.816082	-137.338927		33.795	19.875	25.0145	12.01	1.56	5.29	0.2212	0.0607	0.2013	86128889	0.0	11152	5.75		0.066	4.665	0001.0
sds_2011_302_93	11302043641	29-10-2011	04:36:10	+36.807325	-137.347408		33.772	19.879	25.0145	12.00	1.56	5.29	0.2220	0.0610	0.2029	86309286	0.0	11121	5.75		0.066	4.664	0001.0
sds_2011_302_94	11302043941	29-10-2011	04:39:10	+36.798512	-137.355950		33.744	19.876	25.0145	12.00	1.58	5.29	0.2188	0.0578	0.1985	86489449	0.0	11155	5.75		0.066	4.667	0001.0
sds_2011_302_95	11302044241	29-10-2011	04:42:11	+36.789660	-137.364492		33.764	19.906	25.0145	12.00	1.60	5.29	0.2282	0.0667	0.2084	86669603	0.0	11076	5.75		0.066	4.665	0001.0
sds_2011_302_96	11302044542	29-10-2011	04:45:11	+36.780777	-137.372935		33.809	19.875	25.0145	11.99	1.60	5.29	0.2236	0.0613	0.2024	86849728	0.0	11051	5.75		0.066	4.665	0001.0
sds_2011_302_97	11302044842	29-10-2011	04:48:12	+36.771848	-137.381357		33.844	19.857	25.0145	11.99	1.58	5.29	0.2196	0.0571	0.1984	87030026	0.0	11223	5.75		0.066	4.665	0001.0
sds_2011_302_98	11302045142	29-10-2011	04:51:11	+36.763053	-137.389795		33.835	19.858	25.0145	12.00	1.57	5.29	0.2228	0.0617	0.2023	87210332	0.0	11120	5.75		0.066	4.665	0001.0
sds_2011_302_99	11302045443	29-10-2011	04:54:12	+36.754242	-137.398298		33.867	19.858	25.0145	12.00	1.58	5.29	0.2257	0.0644	0.2063	87390747	0.0	11090	5.75		0.066	4.665	0001.0
sds_2011_302_100	11302045743	29-10-2011	04:57:12	+36.745402	-137.406537		33.873	19.856	25.0145	12.02	1.58	5.29	0.2220	0.0605	0.2019	87570863	0.0	11133	5.75		0.066	4.667	0001.0
sds_2011_302_101	11302050043	29-10-2011	05:00:13	+36.736455	-137.414703		33.870	19.85	25.0145	11.99	1.58	5.29	0.2220	0.0618	0.2024	87750953	0.0	10986	5.75		0.066	4.665	0001.0
sds_2011_302_102	11302050343	29-10-2011	05:03:14	+36.727260	-137.422998		33.866	19.855	25.0145	12.00	1.57	5.29	0.2183	0.0571	0.1985	87931335	0.0	11190	5.76		0.066	4.667	0001.0
sds_2011_302_103	11302050643	29-10-2011	05:06:14	+36.718188	-137.431155		33.886	19.836	25.0145	12.01	1.57	5.29	0.2194	0.0594	0.1989	88111506	0.0	11230	5.75		0.066	4.665	0001.0
sds_2011_302_104	11302050943	29-10-2011	05:09:14	+36.709128	-137.439155		33.888	19.824	25.0145	12.00	1.57	5.29	0.2222	0.0607	0.2019	88291636	0.0	11398	5.75		0.066	4.665	0001.0
sds_2011_302_105	11302051244	29-10-2011	05:12:15	+36.700048	-137.447212		33.882	19.817	25.0145	11.99	1.57	5.29	0.2222	0.0610	0.2021	88472045	0.0	11351	5.75		0.066	4.667	0001.0
sds_2011_302_106	11302051544	29-10-2011	05:15:16	+36.691167	-137.455158		33.889	19.808	25.0145	12.01	1.57	5.29	0.2157	0.0540	0.1955	88652186	0.0	11421	5.75		0.066	4.667	0001.0
sds_2011_302_107	11302051844	29-10-2011	05:18:15	+36.682125	-137.463140		33.879	19.784	25.0145	12.01	1.56	5.29	0.2204	0.0605	0.2005	88832283	0.0	11399	5.75		0.066	4.667	0001.0
sds_2011_302_108	11302052145	29-10-2011	05:21:16	+36.673108	-137.471023		33.868	19.782	25.0145	11.99	1.57	5.29	0.2167	0.0549	0.1966	89012728	0.0	11448	5.75		0.066	4.668	0001.0
sds_2011_302_109	11302052445	29-10-2011	05:24:17	+36.663995	-137.478958		33.863	19.797	25.0145	12.00	1.57	5.29	0.2173	0.0552	0.1968	89193142	0.0	11296	5.76		0.067	4.667	0001.0
sds_2011_302_110	11302052745	29-10-2011	05:27:16	+36.654892	-137.486830		33.869	19.817	25.0145	12.00	1.56	5.29	0.2282	0.0668	0.2091	89373236	0.0	11202	5.76		0.066	4.667	0001.0
sds_2011_302_111	11302053045	29-10-2011	05:30:17	+36.645775	-137.494798		33.862	19.903	25.0145	12.01	1.57	5.29	0.2165	0.0544	0.1955	89553370	0.0	11133	5.75		0.066	4.667	0001.0
sds_2011_302_112	11302053346	29-10-2011	05:33:18	+36.636640	-137.502770		33.898	19.918	25.0145	12.01	1.56	5.29	0.2225	0.0608	0.2016	89733795	0.0	11225	5.76		0.066	4.667	0001.0
sds_2011_302_113	11302053646	29-10-2011	05:36:18	+36.627712	-137.510545		33.894	19.9	25.0145	12.02	1.56	5.29	0.2197	0.0583	0.1997	89913932	0.0	11182	5.76		0.066	4.667	0001.0
sds_2011_302_114	11302053946	29-10-2011	05:39:19	+36.618708	-137.518477		33.885	19.861	25.0145	11.99	1.56	5.29	0.2201	0.0584	0.2000	90094014	0.0	11204	5.75		0.066	4.667	0001.0
sds_2011_302_115	11302054246	29-10-2011	05:42:19	+36.609700	-137.526478		33.856	19.853	25.0145	12.00	1.55	5.29	0.2217	0.0602	0.2018	90274103	0.0	11176	5.75		0.067	4.667	0001.0
sds_2011_302_116	11302054546	29-10-2011	05:45:19	+36.600748	-137.534427		33.879	19.864	25.0145	12.01	1.55	5.29	0.2180	0.0576	0.1976	90454547	0.0	11191	5.75		0.066	4.668	0001.0
sds_2011_302_117	11302054846	29-10-2011	05:48:20	+36.591577	-137.542413		33.902	20.003	25.0145	12.01	1.55	5.29	0.2173	0.0568	0.1977	90634606	0.0	11202	5.75		0.066	4.667	0001.0
sds_2011_302_118	11302055147	29-10-2011	05:51:21	+36.582572	-137.550292		33.925	19.991	25.0145	12.01	1.55	5.29	0.2204	0.0600	0.2010	90815038	0.0	11256	5.74		0.066	4.665	0001.0
sds_2011_302_119	11302055447	29-10-2011	05:54:22	+36.573390	-137.558232		33.913	19.957	25.0145	12.01	1.55	5.29	0.2217	0.0613	0.2026	90995423	0.0	11212	5.74		0.067	4.667	0001.0
sds_2011_302_120	11302055747	29-10-2011	05:57:21	+36.564307	-137.566027		33.892	19.91	25.0145	12.00	1.54	5.29	0.2194	0.0589	0.1994	91175236	0.0	11170	5.74		0.066	4.667	0001.0
sds_2011_302_121	11302060047	29-10-2011	06:00:20	+36.555277	-137.573797		33.875	19.905	25.0145	12.00	1.54	5.29	0.2252	0.0646	0.2053	91355640	0.0	11080	5.73		0.066	4.668	0001.0
sds_2011_302_122	11302060348	29-10-2011	06:03:22	+36.546052	-137.581683		33.874	19.882	25.0145	12.00	1.54	5.29	0.2178	0.0571	0.1974	91536061	0.0	11142	5.74		0.066	4.668	0001.0
sds_2011_302_123	11302060648	29-10-2011	06:06:23	+36.536882	-137.589568		33.864	19.858	25.0145	11.99	1.53	5.29	0.2201	0.0600	0.1995	91716193	0.0	11098	5.73		0.066	4.668	0001.0
sds_2011_302_124	11302060948	29-10-2011	06:09:24	+36.527602	-137.597533		33.849	19.813	25.0145	12.01	1.54	5.29	0.2409	0.0809	0.2209	91896602	0.0	11084	5.70		0.066	4.668	0001.0
sds_2011_302_125	11302061249	29-10-2011	06:12:23	+36.518472	-137.605413		33.845	19.798	25.0145	12.00	1.54	5.29	0.2142	0.0553	0.1937	92076752	0.0	11217	5.68		0.066	4.668	0001.0
sds_2011_302_126	11302061549	29-10-2011	06:15:24	+36.510815	-137.612050		33.836	19.784	25.0145	12.00	1.53	5.29	0.2152	0.0563	0.1956	92256896	0.0	11119	5.68		0.067	4.668	0001.0
sds_2011_302_127	11302061849	29-10-2011	06:18:24	+36.509338	-137.612990		33.835	19.789	25.0145	12.01	1.54	5.29	0.2170	0.0571	0.1972	92437046	0.0	11187	5.68		0.067	4.667	0001.0
sds_2011_302_128	11302062149	29-10-2011	06:21:25	+36.505002	-137.616450		33.834	19.796	25.0145	11.99	1.59	5.29	0.2175	0.0579	0.1969	92617431	0.0	11130	5.69		0.066	4.668	0001.0
