FILE	computerUTC	DMY	HMS	LAT	LON	CONDUCTIVITY	SALINITY	OCEAN TEMP	BULK RED	STREAM PRESSURE	FILTER PRESSURE	MACHINE TEMP	Xaccel	Yaccel	Zaccel	MILLISECOND TIMER	LASER POWER	EVENT RATE	FLOW METER	POSITION	CHL	TRANS	PAR
sds_2011_302_431	11302213205	29-10-2011	21:31:44	+33.853227	-140.111065		34.206	21.216	25.0145	11.99	1.66	5.29	0.2121	0.0555	0.1940	147171666	0.0	10208	5.63		0.063	4.675	1022.2
sds_2011_302_432	11302213506	29-10-2011	21:34:44	+33.844515	-140.119108		34.196	21.23	25.0145	11.99	1.67	5.29	0.2183	0.0613	0.1998	147351880	0.0	10239	5.63		0.063	4.675	1022.2
sds_2011_302_433	11302213806	29-10-2011	21:37:45	+33.835677	-140.127280		34.207	21.254	25.0145	12.01	1.68	5.29	0.2184	0.0631	0.2016	147532154	0.0	10377	5.62		0.063	4.675	1022.3
sds_2011_302_434	11302214106	29-10-2011	21:40:46	+33.826907	-140.135410		34.208	21.277	25.0145	12.02	1.69	5.29	0.2181	0.0625	0.2016	147712297	0.0	10613	5.62		0.063	4.674	1022.2
sds_2011_302_435	11302214406	29-10-2011	21:43:46	+33.818155	-140.143515		34.214	21.273	25.0145	11.99	1.68	5.29	0.2113	0.0553	0.1935	147892464	0.0	10378	5.61		0.063	4.674	1021.9
sds_2011_302_436	11302214707	29-10-2011	21:46:47	+33.809342	-140.151853		34.213	21.245	25.0145	12.00	1.68	5.29	0.2142	0.0576	0.1971	148072928	0.0	10299	5.62		0.063	4.675	1022.1
sds_2011_302_437	11302215007	29-10-2011	21:49:47	+33.800533	-140.160272		34.211	21.262	25.0145	11.99	1.68	5.29	0.2193	0.0636	0.2018	148253111	0.0	10302	5.63		0.063	4.674	1022.1
sds_2011_302_438	11302215307	29-10-2011	21:52:48	+33.791793	-140.168678		34.208	21.278	25.0145	12.01	1.68	5.29	0.2204	0.0641	0.2028	148433502	0.0	10386	5.64		0.065	4.675	1014.0
sds_2011_302_439	11302222514	29-10-2011	22:24:02	+33.701640	-140.253960		34.197	21.255	30.8210	12.29	1.44	5.29	0.6524	0.3003	0.3951	901345	0.0	17963	5.62		0.065	4.674	1021.7
sds_2011_302_440	11302222814	29-10-2011	22:27:03	+33.693128	-140.261993		34.197	21.262	20.4540	12.00	1.40	5.29	0.2058	0.0474	0.1875	1081298	0.0	10660	5.65		0.063	4.673	0954.0
sds_2011_302_441	11302223114	29-10-2011	22:30:04	+33.684563	-140.269972		34.214	21.264	17.5808	12.01	1.35	5.29	0.2125	0.0537	0.1948	1261539	0.0	10517	5.65		0.063	4.674	1021.5
sds_2011_302_442	11302223414	29-10-2011	22:33:05	+33.675972	-140.278073		34.223	21.284	17.0689	12.01	1.32	5.29	0.2091	0.0518	0.1922	1441406	0.0	10260	5.65		0.065	4.674	1021.6
sds_2011_302_443	11302223714	29-10-2011	22:36:06	+33.667040	-140.286372		34.264	21.33	18.4717	12.00	1.31	5.29	0.2112	0.0531	0.1937	1621933	0.0	10345	5.65		0.063	4.674	1021.6
sds_2011_302_444	11302224015	29-10-2011	22:39:05	+33.658243	-140.294433		34.264	21.272	17.6753	12.00	1.31	5.29	0.2107	0.0536	0.1934	1802023	0.0	10566	5.65		0.063	4.674	1021.6
sds_2011_302_445	11302224315	29-10-2011	22:42:07	+33.649473	-140.302518		34.286	21.433	17.8094	12.01	1.32	5.29	0.2089	0.0515	0.1922	1982138	0.0	10538	5.65		0.065	4.674	1021.4
sds_2011_302_446	11302224615	29-10-2011	22:45:08	+33.640660	-140.310685		34.323	21.429	18.2499	12.01	1.32	5.29	0.2097	0.0519	0.1919	2162533	0.0	10579	5.65		0.063	4.675	1021.6
sds_2011_302_447	11302224915	29-10-2011	22:48:08	+33.631927	-140.318788		34.370	21.713	17.3785	11.99	1.31	5.29	0.2095	0.0513	0.1919	2342584	0.0	10532	5.65		0.063	4.674	1021.5
sds_2011_302_448	11302225215	29-10-2011	22:51:09	+33.623127	-140.326953		34.489	21.706	16.9691	12.01	1.31	5.29	0.2083	0.0513	0.1914	2522710	0.0	10515	5.64		0.065	4.675	1021.3
sds_2011_302_449	11302225515	29-10-2011	22:54:10	+33.614407	-140.335120		34.496	21.719	17.5259	12.01	1.30	5.29	0.2071	0.0492	0.1896	2702887	0.0	10415	5.64		0.063	4.676	1021.5
sds_2011_302_450	11302225816	29-10-2011	22:57:11	+33.605785	-140.343095		34.516	21.746	16.4486	12.01	1.28	5.29	0.2094	0.0519	0.1924	2883343	0.0	10375	5.65		0.063	4.676	1021.4
sds_2011_302_451	11302230116	29-10-2011	23:00:12	+33.597045	-140.351150		34.508	21.748	17.4992	12.01	1.29	5.29	0.2094	0.0523	0.1927	3063471	0.0	10304	5.65		0.063	4.675	1021.5
sds_2011_302_452	11302230416	29-10-2011	23:03:12	+33.588432	-140.359235		34.506	21.71	17.3824	11.99	1.30	5.29	0.2066	0.0487	0.1888	3243647	0.0	10394	5.65		0.065	4.676	1021.5
sds_2011_302_453	11302230717	29-10-2011	23:06:12	+33.579663	-140.367485		34.489	21.702	16.3881	11.99	1.31	5.29	0.2089	0.0516	0.1926	3424004	0.0	10340	5.65		0.063	4.675	1021.3
sds_2011_302_454	11302231017	29-10-2011	23:09:13	+33.570818	-140.375720		34.498	21.702	16.4632	11.99	1.30	5.29	0.2081	0.0502	0.1909	3604413	0.0	10340	5.65		0.063	4.675	1021.4
sds_2011_302_455	11302231317	29-10-2011	23:12:14	+33.561995	-140.383943		34.494	21.693	16.0630	11.99	1.29	5.29	0.2061	0.0492	0.1901	3784492	0.0	10375	5.65		0.063	4.675	1021.4
sds_2011_302_456	11302231617	29-10-2011	23:15:15	+33.553280	-140.392128		34.518	21.679	16.8089	12.00	1.29	5.29	0.2087	0.0510	0.1917	3964602	0.0	10366	5.65		0.065	4.675	1021.2
sds_2011_302_457	11302231917	29-10-2011	23:18:15	+33.544508	-140.400420		34.562	21.739	17.1634	12.00	1.29	5.29	0.2105	0.0521	0.1929	4144726	0.0	10340	5.65		0.065	4.675	1021.4
sds_2011_302_458	11302232218	29-10-2011	23:21:16	+33.535645	-140.408663		34.643	21.7	16.4966	12.00	1.30	5.29	0.2120	0.0547	0.1951	4325175	0.0	10304	5.65		0.063	4.675	0324.0
sds_2011_302_459	11302232518	29-10-2011	23:24:17	+33.527075	-140.416442		34.619	21.702	16.6826	12.01	1.30	5.29	0.2097	0.0521	0.1924	4505113	0.0	10235	5.65		0.065	4.675	0522.0
sds_2011_302_460	11302232818	29-10-2011	23:27:17	+33.523752	-140.419545		34.633	21.7	19.4512	12.01	1.30	5.29	0.2087	0.0519	0.1919	4685312	0.0	10264	5.65		0.065	4.676	0199.0
sds_2011_302_461	11302233118	29-10-2011	23:30:17	+33.521007	-140.422207		34.638	21.707	16.7545	11.99	1.30	5.29	0.2091	0.0513	0.1919	4865657	0.0	10347	5.65		0.063	4.675	0173.0
sds_2011_302_462	11302233419	29-10-2011	23:33:19	+33.515175	-140.427543		34.639	21.786	17.4263	12.02	1.31	5.29	0.2081	0.0495	0.1911	5046086	0.0	10411	5.65		0.063	4.675	1021.5
sds_2011_302_463	11302233719	29-10-2011	23:36:20	+33.506938	-140.435158		34.681	21.969	16.6935	12.01	1.32	5.29	0.2092	0.0510	0.1911	5226187	0.0	10451	5.65		0.065	4.675	1021.2
sds_2011_302_464	11302234019	29-10-2011	23:39:21	+33.498082	-140.443327		34.753	22.061	17.1977	12.00	1.33	5.29	0.2087	0.0511	0.1917	5406363	0.0	10403	5.65		0.063	4.676	1021.2
sds_2011_302_465	11302234319	29-10-2011	23:42:16	+33.489563	-140.451237		34.798	22.038	17.0957	12.00	1.34	5.29	0.2087	0.0515	0.1926	5586577	0.0	10299	5.65		0.063	4.676	1021.1
sds_2011_302_466	11302234619	29-10-2011	23:45:23	+33.480552	-140.459743		34.793	21.94	16.9323	11.98	1.33	5.29	0.2092	0.0516	0.1929	5766715	0.0	10294	5.65		0.063	4.676	1021.1
sds_2011_302_467	11302234920	29-10-2011	23:48:23	+33.471740	-140.467940		34.747	21.883	18.6863	12.01	1.34	5.29	0.2102	0.0539	0.1935	5947079	0.0	10352	5.65		0.065	4.676	1021.3
sds_2011_302_468	11302235220	29-10-2011	23:51:23	+33.462915	-140.476158		34.736	21.883	17.1747	12.00	1.35	5.29	0.2087	0.0515	0.1919	6127267	0.0	10407	5.65		0.065	4.675	1021.4
sds_2011_302_469	11302235520	29-10-2011	23:54:24	+33.453967	-140.484340		34.735	21.865	17.3327	12.01	1.34	5.29	0.2118	0.0537	0.1948	6307432	0.0	10362	5.65		0.063	4.675	1021.2
sds_2011_302_470	11302235820	29-10-2011	23:57:26	+33.444883	-140.492347		34.675	21.689	16.3340	12.02	1.33	5.29	0.2092	0.0518	0.1924	6487687	0.0	10380	5.65		0.065	4.675	1021.3
