FILE	computerUTC	DMY	HMS	LAT	LON	CONDUCTIVITY	SALINITY	OCEAN TEMP	BULK RED	STREAM PRESSURE	FILTER PRESSURE	MACHINE TEMP	Xaccel	Yaccel	Zaccel	MILLISECOND TIMER	LASER POWER	EVENT RATE	FLOW METER	position	CHL	LIGHT TRANS	ACQ ERROR	D1/D2	PAR
sds_2013_241_252	13241144200	290813	144200	2959.98687	14959.98271				43.9928	12.00	NaN	2.97	0.0265	0.0264	0.0290	458053591	319.0	11248	2.88				3.38	0.4541	
sds_2013_241_253	13241144527	290813	144527	2959.98458	14959.98850				43.8327	12.00	NaN	2.97	0.0222	0.0293	0.0367	458259613	319.0	11330	2.88				4.29	0.4421	
sds_2013_241_254	13241144858	290813	144858	2959.98667	14959.99468				43.7229	12.00	NaN	2.97	0.0264	0.0327	0.0316	458471602	319.0	11225	2.88				4.32	0.4293	
sds_2013_241_255	13241145230	290813	145230	2959.99199	14959.99693				44.4810	12.00	NaN	2.97	0.0288	0.0550	0.0359	458683012	319.0	11279	2.88				5.12	0.4495	
sds_2013_241_256	13241145556	290813	145556	2959.99215	14959.99900				44.0120	12.00	NaN	2.97	0.0223	0.0222	0.0350	458889691	319.0	11301	2.88				3.80	0.4209	
sds_2013_241_257	13241145921	290813	145921	2959.99154	15000.00111				44.2794	12.00	NaN	2.97	0.0227	0.0249	0.0311	459094550	319.0	11321	2.88				4.92	0.4135	
sds_2013_241_258	13241150240	290813	150240	2959.99164	15000.00003				43.7075	12.00	NaN	2.97	0.0215	0.0248	0.0385	459293038	319.0	11337	2.88				1.36	0.4233	
sds_2013_241_259	13241150608	290813	150608	2959.99171	14959.99941				43.7646	12.00	NaN	2.97	0.0283	0.0269	0.0296	459500969	319.0	11284	2.88				5.97	0.4231	
sds_2013_241_260	13241150937	290813	150937	2959.99166	14959.99821				44.7854	12.00	NaN	2.97	0.0233	0.0285	0.0309	459710263	319.0	11316	2.88				4.38	0.4342	
sds_2013_241_261	13241151309	290813	151309	2959.99183	14959.99808				43.2344	12.00	NaN	2.97	0.0225	0.0282	0.0324	459922607	319.0	11243	2.88				3.59	0.4275	
sds_2013_241_262	13241151635	290813	151635	2959.99291	14959.99781				44.1084	12.00	NaN	2.97	0.0230	0.0507	0.0312	460128801	319.0	11249	2.88				3.64	0.4302	
sds_2013_241_263	13241152000	290813	152000	2959.99211	14959.99587				43.9238	12.00	NaN	2.97	0.0244	0.0217	0.0312	460333146	319.0	11302	2.88				3.79	0.4312	
sds_2013_241_264	13241152323	290813	152323	2959.99292	14959.99354				43.0396	12.00	NaN	2.97	0.0252	0.0324	0.0372	460536116	319.0	11185	2.88				4.08	0.4114	
sds_2013_241_265	13241152656	290813	152656	2959.99282	14959.99398				44.0861	12.00	NaN	2.97	0.0212	0.0353	0.0298	460749033	319.0	11234	2.88				4.20	0.4247	
sds_2013_241_266	13241153019	290813	153019	2959.99258	14959.99531				42.6011	12.00	NaN	2.97	0.0225	0.0461	0.0340	460952256	319.0	11224	2.88				2.94	0.3993	
sds_2013_241_267	13241153356	290813	153356	2959.99227	14959.99919				43.7975	12.00	NaN	2.97	0.0228	0.0286	0.0317	461168978	319.0	11200	2.88				2.59	0.4087	
sds_2013_241_268	13241153732	290813	153732	2959.98991	15000.00231				44.3059	12.00	NaN	2.97	0.0262	0.0631	0.0327	461385763	319.0	11155	2.88				2.11	0.4369	
sds_2013_241_269	13241154054	290813	154054	2959.98917	15000.00432				43.4269	12.00	NaN	2.97	0.0243	0.0356	0.0308	461587043	319.0	11261	2.88				4.89	0.4108	
sds_2013_241_270	13241154421	290813	154421	2959.98815	15000.00605				44.4271	12.00	NaN	2.97	0.0201	0.0367	0.0325	461794218	319.0	11194	2.88				4.85	0.4294	
sds_2013_241_271	13241154743	290813	154743	2959.98728	15000.00873				44.2610	12.00	NaN	2.97	0.0209	0.0343	0.0376	461996491	319.0	11215	2.88				3.24	0.4161	
sds_2013_241_272	13241155106	290813	155106	2959.98733	15000.00881				43.7847	12.00	NaN	2.97	0.0275	0.0312	0.0314	462199689	319.0	11143	2.88				1.04	0.4192	
sds_2013_241_273	13241155445	290813	155445	2959.98698	15000.00888				43.9555	12.00	NaN	2.97	0.0246	0.0359	0.0442	462418360	319.0	11190	2.88				5.06	0.4152	
sds_2013_241_274	13241155811	290813	155811	2959.98675	15000.01057				43.1597	12.00	NaN	2.97	0.0238	0.0353	0.0312	462623956	319.0	11185	2.88				2.87	0.4268	
sds_2013_241_275	13241160137	290813	160137	2959.98543	15000.01218				43.8676	12.00	NaN	2.97	0.0238	0.0304	0.0333	462830569	319.0	11208	2.88				1.15	0.4310	
sds_2013_241_276	13241160504	290813	160504	2959.98503	15000.01315				43.9696	12.00	NaN	2.97	0.0217	0.0448	0.0278	463037252	319.0	11239	2.88				4.56	0.4037	
sds_2013_241_277	13241160831	290813	160831	2959.98426	15000.01555				44.5746	12.00	NaN	2.97	0.0238	0.0286	0.0322	463244300	319.0	11202	2.88				2.14	0.4058	
sds_2013_241_278	13241161201	290813	161201	2959.98352	15000.01724				43.7744	12.00	NaN	2.97	0.0259	0.0340	0.0367	463454433	319.0	11122	2.88				4.63	0.4048	
sds_2013_241_279	13241161524	290813	161524	2959.98349	15000.01680				44.6459	12.00	NaN	2.97	0.0267	0.0822	0.0353	463656943	319.0	11136	2.88				2.92	0.3832	
sds_2013_241_280	13241161848	290813	161848	2959.98405	15000.01423				44.2528	12.00	NaN	2.97	0.0303	0.0986	0.0413	463861575	319.0	11151	2.88				3.49	0.4078	
sds_2013_241_281	13241162211	290813	162211	2959.98538	15000.01118				44.8618	12.00	NaN	2.97	0.0206	0.0406	0.0280	464064777	319.0	11122	2.88				2.32	0.4159	
sds_2013_241_282	13241162543	290813	162543	2959.98631	15000.00875				43.7325	12.00	NaN	2.97	0.0256	0.0528	0.0371	464276372	319.0	11180	2.88				4.29	0.4343	
sds_2013_241_283	13241162912	290813	162911	2959.98660	15000.00631				43.4335	12.00	NaN	2.97	0.0249	0.0387	0.0327	464484891	319.0	11214	2.88				2.62	0.4133	
sds_2013_241_284	13241163236	290813	163236	2959.98612	15000.00621				43.8138	12.00	NaN	2.97	0.0256	0.0406	0.0405	464689153	319.0	11157	2.88				3.51	0.4176	
sds_2013_241_285	13241163609	290813	163609	2959.98544	15000.00513				43.0726	12.00	NaN	2.97	0.0228	0.0282	0.0343	464901594	319.0	11207	2.88				3.03	0.4128	
sds_2013_241_286	13241163936	290813	163936	2959.98472	15000.00679				43.9274	12.00	NaN	2.97	0.0288	0.0324	0.0434	465109525	319.0	11192	2.88				3.44	0.4200	
sds_2013_241_287	13241164258	290813	164258	2959.98431	15000.00971				44.3257	12.00	NaN	2.97	0.0219	0.0387	0.0416	465311575	319.0	10965	2.88				-1.71	0.4172	
sds_2013_241_288	13241164624	290813	164624	2959.98368	15000.01106				51.4708	12.00	NaN	2.97	0.0241	0.0456	0.0448	465517539	319.0	10987	2.88				1.50	0.4131	
sds_2013_241_289	13241164950	290813	164950	2959.98439	15000.01092				44.1925	12.00	NaN	2.97	0.0231	0.0418	0.0353	465723064	319.0	11049	2.88				2.36	0.4025	
sds_2013_241_290	13241165320	290813	165320	2959.98509	15000.01110				44.1248	12.00	NaN	2.97	0.0295	0.0309	0.0379	465932985	319.0	11020	2.88				0.75	0.4137	
sds_2013_241_291	13241165639	290813	165639	2959.98448	15000.00996				43.8714	12.00	NaN	2.97	0.0291	0.0520	0.0419	466132247	319.0	11081	2.88				3.19	0.4202	
sds_2013_241_292	13241170005	290813	170005	2959.98633	15000.00825				46.2831	12.00	NaN	2.97	0.0270	0.0573	0.0353	466338094	319.0	11214	2.88				1.85	0.4006	
sds_2013_241_293	13241170344	290813	170344	2959.98631	15000.00445				43.6069	12.00	NaN	2.97	0.0217	0.0426	0.0390	466557692	319.0	11162	2.88				1.79	0.4274	
sds_2013_241_294	13241170719	290813	170719	2959.99030	14959.99752				44.0350	12.00	NaN	2.97	0.0222	0.0168	0.0285	466771990	319.0	11144	2.88				3.84	0.4060	
sds_2013_241_295	13241171052	290813	171052	2959.99175	14959.99048				47.0728	12.00	NaN	2.97	0.0240	0.0534	0.0403	466985324	319.0	11193	2.88				3.36	0.4078	
sds_2013_241_296	13241171423	290813	171423	2959.99280	14959.98749				44.6800	12.00	NaN	2.97	0.0314	0.0252	0.0317	467196206	319.0	11095	2.88				0.16	0.4219	
sds_2013_241_297	13241171751	290813	171751	2959.99210	14959.98861				43.7608	12.00	NaN	2.97	0.0262	0.0280	0.0312	467403946	319.0	11081	2.88				3.24	0.4032	
sds_2013_241_298	13241172113	290813	172113	2959.99212	14959.98932				44.3765	12.00	NaN	2.97	0.0290	0.0960	0.0366	467606012	319.0	11066	2.88				2.55	0.4126	
sds_2013_241_299	13241172435	290813	172435	2959.99247	14959.98996				43.8683	12.00	NaN	2.97	0.0243	0.0422	0.0322	467807964	319.0	11062	2.88				0.85	0.4089	
sds_2013_241_300	13241172800	290813	172800	2959.99125	14959.99119				43.8847	12.00	NaN	2.97	0.0230	0.0385	0.0359	468013265	319.0	11052	2.88				0.44	0.4227	
sds_2013_241_301	13241173122	290813	173122	2959.99064	14959.99244				44.6482	12.00	NaN	2.97	0.0320	0.0657	0.0337	468215672	319.0	11103	2.88				2.38	0.4128	
sds_2013_241_302	13241173449	290813	173449	2959.99124	14959.99320				47.6642	12.00	NaN	2.97	0.0233	0.0406	0.0269	468422300	319.0	11194	2.88				4.20	0.4110	
sds_2013_241_303	13241173827	290813	173827	2959.99095	14959.99391				43.8390	12.00	NaN	2.97	0.0181	0.0240	0.0308	468640284	319.0	11092	2.88				2.43	0.4070	
sds_2013_241_304	13241174158	290813	174158	2959.99152	14959.99183				43.4465	12.00	NaN	2.97	0.0219	0.0615	0.0324	468851431	319.0	11038	2.88				1.40	0.4369	
sds_2013_241_305	13241174535	290813	174535	2959.99227	14959.99218				43.2906	12.00	NaN	2.97	0.0244	0.0421	0.0359	469068516	319.0	11077	2.88				2.25	0.4154	
sds_2013_241_306	13241174913	290813	174913	2959.99243	14959.99107				43.4626	12.00	NaN	2.97	0.0243	0.0259	0.0337	469286193	319.0	11032	2.88				0.36	0.4218	
sds_2013_241_307	13241175241	290813	175241	3000.00172	14959.99671				43.3214	12.00	NaN	2.97	0.0267	0.0299	0.0299	469494528	319.0	10971	2.88				1.33	0.4149	
sds_2013_241_308	13241175619	290813	175619	3000.04406	15000.02015				43.2617	12.00	NaN	2.97	0.0222	0.0319	0.0369	469712573	319.0	10976	2.88				1.49	0.4111	
sds_2013_241_309	13241175942	290813	175942	3000.09189	15000.04844				44.9984	12.00	NaN	2.97	0.0194	0.0408	0.0340	469915848	319.0	10963	2.88				1.78	0.4204	
sds_2013_241_310	13241180308	290813	180308	3000.11125	15000.05802				44.5179	12.00	NaN	2.97	0.0207	0.0301	0.0303	470121142	319.0	11037	2.88				-1.07	0.4039	
sds_2013_241_311	13241180642	290813	180642	3000.10905	15000.06023				43.7196	12.00	NaN	2.97	0.0244	0.0458	0.0285	470335594	319.0	10958	2.88				2.32	0.4442	
sds_2013_241_312	13241181015	290813	181015	3000.10731	15000.06448				43.8147	12.00	NaN	2.97	0.0231	0.0427	0.0248	470548806	319.0	10967	2.88				-2.46	0.4192	
sds_2013_241_313	13241181350	290813	181350	3000.10672	15000.06713				43.8024	12.00	NaN	2.97	0.0220	0.0298	0.0299	470763404	319.0	11010	2.88				0.87	0.4133	
sds_2013_241_314	13241181727	290813	181727	3000.10531	15000.06883				42.9353	12.00	NaN	2.97	0.0254	0.0201	0.0317	470980038	319.0	11045	2.88				-0.70	0.4153	
sds_2013_241_315	13241182107	290813	182107	3000.10527	15000.07150				43.3748	12.00	NaN	2.97	0.0243	0.0455	0.0290	471199989	319.0	10994	2.88				0.52	0.4249	
sds_2013_241_316	13241182439	290813	182438	3000.10433	15000.07156				43.2929	12.00	NaN	2.97	0.0209	0.0222	0.0359	471411900	319.0	10981	2.88				2.18	0.4222	
sds_2013_241_317	13241182805	290813	182805	3000.10458	15000.07131				43.9153	12.00	NaN	2.97	0.0199	0.0219	0.0267	471618879	319.0	10986	2.88				-3.72	0.4150	
sds_2013_241_318	13241183141	290813	183141	3000.10428	15000.07073				43.3245	12.00	NaN	2.97	0.0252	0.0181	0.0312	471834155	319.0	10717	2.88				-0.05	0.4158	
sds_2013_241_319	13241183511	290813	183510	3000.10514	15000.07025				43.1421	12.00	NaN	2.97	0.0222	0.0185	0.0325	472043909	319.0	10631	2.88				-2.09	0.4142	
sds_2013_241_320	13241183853	290813	183853	3000.10433	15000.07100				43.6176	12.00	NaN	2.97	0.0210	0.0254	0.0372	472266025	319.0	10596	2.88				-2.94	0.4352	
sds_2013_241_321	13241184226	290813	184226	3000.10466	15000.07137				43.9396	12.00	NaN	2.97	0.0238	0.0403	0.0293	472479589	319.0	10569	2.88				-2.31	0.4237	
sds_2013_241_322	13241184610	290813	184610	3000.10482	15000.07151				42.9198	12.00	NaN	2.97	0.0217	0.0367	0.0351	472703210	319.0	10530	2.88				-4.27	0.4166	
sds_2013_241_323	13241184941	290813	184941	3000.10525	15000.07120				44.5573	12.00	NaN	2.97	0.0252	0.0296	0.0329	472914273	319.0	10599	2.88				-3.99	0.4193	
sds_2013_241_324	13241185315	290813	185315	3000.10444	15000.07336				44.3460	12.00	NaN	2.97	0.0227	0.0219	0.0369	473128455	319.0	10513	2.88				-3.18	0.4154	
sds_2013_241_325	13241185643	290813	185643	3000.10376	15000.07670				43.5000	12.00	NaN	2.97	0.0214	0.0617	0.0338	473336375	319.0	10674	2.88				-3.67	0.4229	
sds_2013_241_326	13241190001	290813	190001	3000.10364	15000.07879				44.1809	12.00	NaN	2.97	0.0240	0.0461	0.0354	473534165	319.0	10430	2.88				-3.35	0.4193	
sds_2013_241_327	13241190338	290813	190338	3000.10301	15000.07783				43.3703	12.00	NaN	2.97	0.0238	0.0494	0.0296	473751330	319.0	10429	2.88				-5.94	0.4049	
sds_2013_241_328	13241190701	290813	190701	3000.10352	15000.07686				43.8194	12.00	NaN	2.97	0.0233	0.0426	0.0411	473954216	319.0	10389	2.88				-4.06	0.4176	
sds_2013_241_329	13241191041	290813	191041	3000.10214	15000.07928				43.6361	12.00	NaN	2.97	0.0223	0.0568	0.0374	474173942	319.0	10399	2.88				-3.43	0.4197	
sds_2013_241_330	13241191410	290813	191410	3000.10207	15000.08268				44.2210	12.01	NaN	2.97	0.0241	0.0728	0.0322	474383653	319.0	10363	2.88				-5.00	0.4124	
sds_2013_241_331	13241191736	290813	191736	3000.10231	15000.08505				44.2747	12.00	NaN	2.97	0.0197	0.0295	0.0346	474589601	319.0	10363	2.88				-4.17	0.4182	
sds_2013_241_332	13241192101	290813	192101	3000.10149	15000.08572				43.9876	12.00	NaN	2.97	0.0251	0.0274	0.0320	474794262	319.0	10343	2.88				-4.39	0.4187	
sds_2013_241_333	13241192426	290813	192426	3000.11404	15000.08710				46.8369	12.00	NaN	2.97	0.0262	0.0235	0.0343	474999138	319.0	10248	2.88				-7.05	0.4027	
sds_2013_241_334	13241192908	290813	192908	3000.14297	14959.90068				43.8875	12.00	NaN	2.97	0.0251	0.0474	0.0306	475207358	319.0	10267	2.88				-4.87	0.4343	
sds_2013_241_335	13241193241	290813	193241	2959.83829	14959.50040				44.5025	12.00	NaN	2.97	0.0231	0.0278	0.0257	475420651	319.0	10255	2.88				-4.29	0.4312	
sds_2013_241_336	13241193613	290813	193613	2959.54526	14959.10132				44.2964	12.00	NaN	2.98	0.0233	0.0262	0.0233	475632062	319.0	10237	2.88				-5.36	0.4242	
sds_2013_241_337	13241193949	290813	193949	2959.26158	14958.70289				44.3496	12.00	NaN	2.97	0.0236	0.0332	0.0236	475847909	319.0	10273	2.88				-5.30	0.4211	
sds_2013_241_338	13241194320	290813	194320	2959.00512	14958.33398				44.4936	12.00	NaN	2.98	0.0233	0.0309	0.0241	476059551	319.0	10210	2.88				-6.98	0.4409	
sds_2013_241_339	13241194654	290813	194654	2958.72855	14957.94163				43.4507	12.00	NaN	2.97	0.0233	0.0316	0.0298	476273038	319.0	10039	2.88				-7.47	0.4144	
sds_2013_241_340	13241195032	290813	195032	2958.47218	14957.56200				43.6205	12.00	NaN	2.97	0.0220	0.0272	0.0249	476491275	319.0	10014	2.88				-11.43	0.4208	
sds_2013_241_341	13241195354	290813	195354	2958.55721	14957.15637				43.9247	12.00	NaN	2.98	0.0332	0.0364	0.0324	476693489	319.0	10041	2.88				-8.46	0.4292	
sds_2013_241_342	13241195728	290813	195728	2958.93932	14957.21376				43.3811	12.00	NaN	2.97	0.0238	0.0209	0.0335	476907409	319.0	10018	2.88				-7.31	0.4110	
sds_2013_241_343	13241200053	290813	200053	2959.11370	14957.62564				43.3168	12.00	NaN	2.97	0.0295	0.0314	0.0259	477112691	319.0	10015	2.88				-7.65	0.4225	
sds_2013_241_344	13241200417	290813	200417	2959.24940	14958.04655				43.4190	12.00	NaN	2.98	0.0380	0.0811	0.0348	477316238	319.0	9906	2.88				-9.74	0.4399	
sds_2013_241_345	13241200753	290813	200753	2959.36833	14958.50108				43.4628	12.00	NaN	2.98	0.0353	0.0473	0.0283	477532264	319.0	10004	2.88				-8.16	0.4323	
sds_2013_241_346	13241201129	290813	201129	2959.50494	14958.93648				44.5002	12.00	NaN	2.97	0.0385	0.0643	0.0340	477748490	319.0	10068	2.88				-6.89	0.4364	
sds_2013_241_347	13241201511	290813	201511	2959.59299	14959.17854				44.6160	12.00	NaN	2.98	0.0290	0.0358	0.0332	477970155	319.0	10202	2.88				-6.70	0.4291	
sds_2013_241_348	13241201838	290813	201838	2959.60922	14959.19863				44.2867	12.00	NaN	2.97	0.0228	0.0272	0.0285	478177336	319.0	10207	2.88				-5.41	0.4060	
sds_2013_241_349	13241202216	290813	202216	2959.61047	14959.20190				44.1126	12.00	NaN	2.98	0.0230	0.0314	0.0338	478395525	319.0	10285	2.88				-6.09	0.4406	
sds_2013_241_350	13241202554	290813	202554	2959.61113	14959.20035				44.3704	12.00	NaN	2.98	0.0231	0.0264	0.0311	478613273	319.0	10353	2.88				-4.99	0.4143	
sds_2013_241_351	13241202926	290813	202926	2959.61131	14959.20010				43.8346	12.00	NaN	2.98	0.0248	0.0252	0.0280	478825151	319.0	10354	2.88				-2.76	0.4370	
sds_2013_241_352	13241203259	290813	203259	2959.61085	14959.20022				45.4595	12.00	NaN	2.98	0.0264	0.0363	0.0345	479038629	319.0	10392	2.88				-3.15	0.4087	
sds_2013_241_353	13241203628	290813	203628	2959.61032	14959.20025				44.4472	12.00	NaN	2.97	0.0196	0.0206	0.0311	479247248	319.0	10273	2.88				-5.44	0.4227	
sds_2013_241_354	13241203955	290813	203955	2959.60986	14959.19872				44.6300	12.00	NaN	2.97	0.0256	0.0252	0.0322	479454270	319.0	10330	2.88				-14.21	0.4127	
sds_2013_241_355	13241204318	290813	204318	2959.61128	14959.19622				44.5150	12.00	NaN	2.97	0.0240	0.0259	0.0285	479657610	319.0	10315	2.88				-4.22	0.4199	
sds_2013_241_356	13241204650	290813	204650	2959.60986	14959.19386				43.8713	12.00	NaN	2.97	0.0212	0.0531	0.0319	479869894	319.0	10343	2.88				-5.02	0.4353	
sds_2013_241_357	13241205024	290813	205024	2959.61111	14959.19543				45.2014	12.00	NaN	2.97	0.0228	0.0330	0.0367	480083308	319.0	10295	2.88				-3.37	0.4189	
sds_2013_241_358	13241205352	290813	205352	2959.61075	14959.19453				45.0738	12.00	NaN	2.97	0.0254	0.0570	0.0374	480290976	319.0	10272	2.88				-4.49	0.4285	
sds_2013_241_359	13241205725	290813	205725	2959.61128	14959.19347				44.3329	12.00	NaN	2.98	0.0233	0.0435	0.0317	480504873	319.0	10272	2.88				-4.35	0.4355	
sds_2013_241_360	13241210104	290813	210104	2959.61257	14959.19048				44.0462	12.00	NaN	2.98	0.0254	0.0194	0.0293	480723557	319.0	10290	2.88				-3.78	0.4131	
sds_2013_241_361	13241210435	290813	210435	2959.61389	14959.18874				44.9116	12.00	NaN	2.98	0.0209	0.0320	0.0329	480934186	319.0	10241	2.88				-5.56	0.4293	
sds_2013_241_362	13241210814	290813	210814	2959.61387	14959.18726				45.2931	12.01	NaN	2.98	0.0215	0.0288	0.0342	481153793	319.0	10221	2.88				-9.33	0.4166	
sds_2013_241_363	13241211145	290813	211145	2959.61397	14959.18497				45.8589	12.00	NaN	2.98	0.0215	0.0227	0.0350	481364689	319.0	10199	2.88				-4.99	0.4244	
sds_2013_241_364	13241211517	290813	211517	2959.61292	14959.18831				44.7732	12.00	NaN	2.97	0.0270	0.0406	0.0350	481576017	319.0	10189	2.88				-7.85	0.4321	
sds_2013_241_365	13241211844	290813	211844	2959.61053	14959.19471				44.7245	12.00	NaN	2.98	0.0217	0.0299	0.0354	481783718	319.0	10215	2.88				-5.54	0.4423	
sds_2013_241_366	13241212204	290813	212204	2959.61027	14959.19828				44.1439	12.00	NaN	2.98	0.0244	0.0677	0.0312	481983503	319.0	10170	2.88				-6.14	0.4382	
sds_2013_241_367	13241212525	290813	212525	2959.61034	14959.20055				44.7724	12.00	NaN	2.98	0.0194	0.0210	0.0361	482184803	319.0	10322	2.88				1.27	0.4281	
sds_2013_241_368	13241212903	290813	212903	2959.60819	14959.20063				46.7219	12.00	NaN	2.97	0.0265	0.0236	0.0363	482402593	319.0	11357	2.88				7.55	0.4482	
sds_2013_241_369	13241213223	290813	213223	2959.60992	14959.20056				44.4164	12.00	NaN	2.98	0.0217	0.0367	0.0343	482602152	319.0	11502	2.88				5.97	0.4304	
sds_2013_241_370	13241213547	290813	213547	2959.60903	14959.19866				44.1012	12.00	NaN	2.98	0.0209	0.0246	0.0330	482805669	319.0	11545	2.88				7.23	0.4354	
sds_2013_241_371	13241213915	290813	213915	2959.60897	14959.19658				47.3825	12.00	NaN	2.98	0.0197	0.0209	0.0337	483014207	319.0	11591	2.88				6.02	0.4374	
sds_2013_241_372	13241214244	290813	214244	2959.60927	14959.19610				44.0580	12.00	NaN	2.97	0.0222	0.0209	0.0309	483223104	319.0	11481	2.88				5.93	0.4452	
sds_2013_241_373	13241214615	290813	214615	2959.61015	14959.19454				44.4754	12.00	NaN	2.97	0.0269	0.0228	0.0361	483434383	319.0	11554	2.88				7.14	0.4294	
sds_2013_241_374	13241214943	290813	214943	2959.60984	14959.19545				44.3491	12.00	NaN	2.98	0.0270	0.0288	0.0356	483642052	319.0	11437	2.88				4.58	0.4482	
sds_2013_241_375	13241215315	290813	215315	2959.60948	14959.19486				44.9667	12.00	NaN	2.97	0.0312	0.0270	0.0477	483853962	319.0	11466	2.88				4.79	0.4105	
sds_2013_241_376	13241215647	290813	215647	2959.61020	14959.19579				44.2782	12.00	NaN	2.97	0.0267	0.0259	0.0319	484066741	319.0	11531	2.88				7.34	0.4126	
sds_2013_241_377	13241220000	290813	220000	2959.60940	14959.19748				46.3134	12.00	NaN	2.98	0.0217	0.0338	0.0376	484259717	319.0	11570	2.88				11.25	0.4304	
sds_2013_241_378	13241220337	290813	220337	2959.60921	14959.19845				45.3147	12.00	NaN	2.98	0.0206	0.0217	0.0252	484476654	319.0	11775	2.88				5.41	0.4152	
sds_2013_241_379	13241220707	290813	220707	2959.60976	14959.19755				44.5202	12.00	NaN	2.97	0.0233	0.0468	0.0359	484686517	319.0	11558	2.88				5.30	0.4188	
sds_2013_241_380	13241221033	290813	221033	2959.60932	14959.19548				44.7442	12.00	NaN	2.98	0.0244	0.0215	0.0335	484892112	319.0	11582	2.88				4.61	0.4299	
sds_2013_241_381	13241221355	290813	221355	2959.61055	14959.19361				43.8692	12.00	NaN	2.98	0.0286	0.0199	0.0308	485094706	319.0	11465	2.88				3.37	0.4316	
sds_2013_241_382	13241221738	290813	221738	2959.61104	14959.19215				44.6612	12.00	NaN	2.98	0.0270	0.0238	0.0293	485317143	319.0	11574	2.88				4.68	0.4214	
sds_2013_241_383	13241222110	290813	222109	2959.61047	14959.19059				46.3091	12.00	NaN	2.98	0.0220	0.0246	0.0345	485528903	319.0	11521	2.88				7.02	0.4457	
sds_2013_241_384	13241222443	290813	222443	2959.61085	14959.19027				44.0492	12.00	NaN	2.97	0.0257	0.0442	0.0295	485742131	319.0	11603	2.88				5.50	0.4093	
sds_2013_241_385	13241222807	290813	222807	2959.61184	14959.18910				44.5150	12.00	NaN	2.98	0.0227	0.0390	0.0285	485946320	319.0	11557	2.88				4.71	0.4404	
sds_2013_241_386	13241223135	290813	223135	2959.61192	14959.18874				45.1010	12.00	NaN	2.98	0.0251	0.0277	0.0252	486154189	319.0	11538	2.88				4.24	0.4407	
sds_2013_241_387	13241223513	290813	223512	2959.61280	14959.18832				44.1278	12.00	NaN	2.98	0.0363	0.0233	0.0380	486371866	319.0	11527	2.88				5.53	0.4385	
sds_2013_241_388	13241223835	290813	223835	2959.61349	14959.18622				45.8128	12.00	NaN	2.98	0.0227	0.0238	0.0346	486574280	319.0	11511	2.88				5.99	0.4446	
sds_2013_241_389	13241224200	290813	224200	2959.61423	14959.18175				45.5620	12.00	NaN	2.98	0.0295	0.0660	0.0351	486779527	319.0	11460	2.88				6.37	0.4558	
sds_2013_241_390	13241224529	290813	224529	2959.61555	14959.17643				44.4792	12.00	NaN	2.98	0.0304	0.0320	0.0414	486988067	319.0	11525	2.88				4.79	0.4447	
sds_2013_241_391	13241224855	290813	224855	2959.61731	14959.17229				44.0461	12.00	NaN	2.98	0.0272	0.0295	0.0346	487194469	319.0	11405	2.88				6.08	0.4283	
sds_2013_241_392	13241225227	290813	225227	2959.61657	14959.16916				44.0451	12.00	NaN	2.98	0.0228	0.0311	0.0387	487406666	319.0	11422	2.88				3.57	0.4288	
sds_2013_241_393	13241225550	290813	225550	2959.61738	14959.16847				44.0703	12.00	NaN	2.98	0.0222	0.0306	0.0342	487609561	319.0	11492	2.88				6.06	0.4321	
sds_2013_241_394	13241225918	290813	225918	2959.61744	14959.16856				44.2438	12.00	NaN	2.98	0.0222	0.0299	0.0272	487817582	319.0	11487	2.88				6.52	0.4438	
sds_2013_241_395	13241230242	290813	230241	2959.61656	14959.17032				45.1763	12.00	NaN	2.98	0.0311	0.0511	0.0358	488020708	319.0	11532	2.88				3.77	0.4414	
sds_2013_241_396	13241230610	290813	230610	2959.61695	14959.17020				44.6209	12.00	NaN	2.98	0.0251	0.0388	0.0327	488229293	319.0	11535	2.88				5.80	0.4341	
sds_2013_241_397	13241230935	290813	230935	2959.61712	14959.17113				44.5388	12.00	NaN	2.98	0.0236	0.0295	0.0356	488434649	319.0	11604	2.88				5.22	0.4362	
sds_2013_241_398	13241231306	290813	231306	2959.61553	14959.17420				43.9178	12.00	NaN	2.98	0.0290	0.0588	0.0393	488645043	319.0	11528	2.88				5.33	0.4269	
sds_2013_241_399	13241231627	290813	231626	2959.61402	14959.17755				45.1178	11.99	NaN	2.98	0.0249	0.0374	0.0387	488845901	319.0	11665	2.88				6.63	0.4352	
sds_2013_241_400	13241231949	290813	231948	2959.61541	14959.18241				43.8476	12.00	NaN	2.98	0.0316	0.0924	0.0408	489047839	319.0	11661	2.88				5.76	0.4540	
sds_2013_241_401	13241232327	290813	232327	2959.61462	14959.18733				44.3205	12.00	NaN	2.98	0.0230	0.0421	0.0312	489266625	319.0	11518	2.88				5.72	0.4073	
sds_2013_241_402	13241232707	290813	232707	2959.61441	14959.19048				44.3142	12.00	NaN	2.98	0.0231	0.0418	0.0372	489486103	319.0	11615	2.88				6.85	0.4548	
sds_2013_241_403	13241233048	290813	233048	2959.61316	14959.19137				44.7534	12.00	NaN	2.98	0.0238	0.0316	0.0353	489707360	319.0	11604	2.88				4.59	0.4341	
